StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1309,18,1,2,2,1.1633551744184945,18.319282527649342,1,2,0,0,0,0,1.22,4
1310,16,1,0,2,7.444905903721429,3.577505030443997,1,0,0,0,0,0,0.04,4
1311,16,0,0,2,14.413289090157246,27.721034772907636,0,3,1,0,0,0,2.46,3
1312,15,0,0,4,11.096135165478959,2.3301723981851574,0,1,0,0,0,0,2.09,3
1313,15,1,2,2,8.457529369335576,27.900201594994986,0,2,0,0,0,0,2.5,2
1314,18,1,0,3,11.315031284491647,21.214125538070594,0,4,0,1,0,0,2.24,3
1315,18,0,0,1,7.309029693065472,9.891365262426108,0,3,0,0,0,1,2.59,2
1316,17,0,0,1,18.72292670864226,11.722510431272797,0,1,1,0,1,0,3.49,1
1317,16,0,0,1,1.0980978182154866,,0,2,0,1,0,0,1.17,4
1318,15,0,1,2,13.467829580596703,18.04413302643622,0,3,0,1,0,0,2.19,3
1319,15,1,1,3,17.82565329655501,,0,4,0,0,1,0,1.21,4
1320,15,1,0,0,16.07769417470507,11.6749384954044,1,0,0,0,0,0,3.33,1
1321,17,0,0,0,3.6808206964289347,14.634404454227969,0,4,0,0,0,0,1.61,4
1322,17,0,0,3,5.918526979605767,29.696024521136803,1,3,0,0,0,0,0.73,4
1323,17,0,0,1,14.340958774142095,6.417686114991531,0,3,0,0,0,1,3.1,1
1324,16,0,0,2,1.6854111836153107,12.535685595663942,0,4,0,0,0,1,0.0,4
1325,18,1,2,2,16.237233996651682,8.75469562721902,0,3,0,0,0,0,2.2,3
1326,17,1,3,3,,22.953345313195495,1,4,1,0,0,0,3.04,1
1327,17,1,3,1,14.59213298470685,22.92037876997162,0,2,1,1,0,0,1.76,4
1328,17,0,2,1,2.004827405351828,8.773363829921877,1,3,0,1,0,0,1.25,4
1329,16,1,1,2,14.355210896324618,2.4417094989894874,0,3,1,0,0,0,2.29,3
1330,15,1,1,4,13.5963625043994,0.34298030016612135,0,2,0,1,0,0,0.93,4
1331,16,1,0,2,16.61844981643701,12.823515997274566,1,3,1,0,0,1,3.21,1
1332,18,0,1,1,0.83191912512939,12.310127830073126,0,2,0,0,1,1,1.4,4
1333,15,0,0,2,0.4622133693558439,29.65169635919589,1,1,0,0,0,0,0.84,4
1334,15,0,0,4,7.460141997571215,14.094062270930388,0,2,0,0,1,0,1.62,4
1335,15,0,2,3,2.9757656769830576,7.692551087262619,0,3,0,0,1,0,1.81,4
1336,15,0,0,4,11.167689551404438,26.736883230944024,1,4,1,1,0,0,2.59,2
1337,18,0,0,0,18.346978030134977,14.732038489607355,1,2,0,0,0,0,2.52,2
1338,17,0,3,1,7.829594606680315,17.975269056317334,0,3,0,1,0,0,0.77,4
1339,16,1,0,2,16.899007545452083,2.8700613128463806,1,1,0,0,1,0,3.15,1
1340,15,0,0,3,,11.487492219893221,0,4,0,0,0,0,1.98,4
1341,16,0,3,1,3.370292869183684,28.326710234213603,1,3,0,0,0,0,1.58,4
1342,16,1,1,1,0.6084707930817124,17.685161525262764,0,3,0,0,0,1,2.28,3
1343,15,1,1,3,6.562943610301373,10.33505565427385,0,3,0,0,0,0,1.95,4
1344,16,1,0,0,18.163791913930055,18.770015418947793,0,2,1,0,0,0,3.28,1
1345,16,1,0,1,1.939042471979755,27.312332687343485,0,3,0,0,1,0,2.4,3
1346,17,1,2,2,12.128195534876006,8.219718014177701,0,4,0,0,0,0,2.85,2
1347,17,1,1,2,9.029918782388883,15.153501554120233,0,1,1,0,1,1,1.29,4
1348,15,0,1,3,18.76936424731625,28.76071961735266,0,3,1,0,0,0,2.17,3
1349,16,0,0,1,2.450382850741877,5.17188429895358,1,4,0,0,0,1,2.99,2
1350,17,0,0,2,4.240557010044579,21.589917767901348,0,2,0,1,0,0,0.28,4
1351,16,0,3,2,,18.43443024608947,0,4,1,1,0,0,1.21,4
1352,18,0,0,2,8.678704992627475,20.390253934219047,0,4,0,0,0,0,1.62,4
1353,17,1,1,2,5.556657991293086,10.53658892002709,1,3,0,0,0,0,1.27,4
1354,15,1,0,1,17.39811867780642,9.416381204512948,0,2,0,0,0,0,3.22,1
1355,15,1,1,1,12.0988162639551,20.526290117651115,0,2,1,1,0,1,2.34,3
1356,17,0,3,1,12.281814759514035,6.46629855313636,0,0,1,0,0,0,1.61,4
1357,15,1,1,1,,12.589642345770153,0,4,1,0,0,0,2.72,2
1358,17,1,0,2,1.83700674458402,5.64523938158754,0,4,0,0,0,0,1.7,4
1359,18,0,1,3,8.900373674507104,0.24914523369989228,0,3,0,0,0,0,1.59,4
1360,17,1,2,3,19.99010379417033,29.101720801142083,0,2,0,1,0,0,1.68,4
1361,16,0,0,3,16.704585816920297,12.95108935969257,0,1,1,1,0,1,2.76,2
1362,17,0,2,1,17.86918108334232,29.08048843259476,0,3,1,0,0,0,2.96,2
1363,16,1,1,2,16.464527184929988,4.209705593034783,0,3,0,1,0,1,2.33,3
1364,17,0,2,1,2.0608338686196537,17.62100338372458,0,4,1,0,0,0,2.04,3
1365,18,0,1,1,4.548965081295993,6.029220983737188,1,3,0,1,0,0,3.3,1
1366,16,1,0,0,0.06243302712819254,23.702223808898243,1,4,0,1,0,0,0.42,4
1367,18,1,0,2,6.07020249756223,23.511089662829256,0,3,1,0,0,0,1.92,4
1368,18,0,0,4,2.1721480469298515,3.378214471179354,0,3,0,1,0,0,2.52,2
1369,15,0,3,1,9.45586690603166,27.361933586291673,0,2,0,0,0,0,1.55,4
1370,15,0,2,0,13.542549771478038,5.838889416096738,0,4,0,0,0,0,3.52,0
1371,15,1,1,3,17.49010590076154,18.38932024768081,0,3,1,0,0,0,4.0,0
1372,15,0,0,1,14.984343301817963,29.569008602631122,0,2,1,0,0,0,2.22,3
1373,15,0,0,3,18.771711915570105,26.471896042990913,1,1,1,0,0,0,2.09,3
1374,17,1,2,3,1.077965807875776,28.69691785683507,1,2,1,0,0,0,2.02,3
1375,15,1,0,4,0.2435967083308288,10.277963136543583,0,3,0,1,0,1,2.27,3
1376,16,0,0,2,13.226762276724253,3.167269266583901,0,2,0,0,0,0,0.4,4
1377,18,0,1,2,5.7870482044449245,5.650406198683503,1,2,1,0,0,0,2.05,3
1378,15,1,0,2,5.070020322115463,15.014846852298415,1,3,0,0,0,0,1.51,4
1379,18,0,0,2,6.617741753875885,23.796890348199664,1,1,1,0,0,0,1.92,4
1380,16,0,0,2,5.395921157847283,4.504609325516257,0,4,1,0,1,0,1.97,4
1381,15,1,0,1,10.228728126031745,19.791945967822713,0,2,1,0,1,1,1.86,4
1382,17,0,3,2,8.80296894448265,9.707328121185355,0,3,0,1,0,0,1.42,4
1383,17,1,0,2,10.248571027533126,10.236062171764605,0,1,0,0,1,0,2.61,2
1384,18,0,0,3,13.454272230008723,19.85753190473779,0,2,1,0,0,0,3.41,1
1385,17,0,0,3,7.742610179422966,14.009982585996607,0,2,1,1,0,0,1.23,4
1386,18,0,2,2,5.026153742843135,24.360998790779817,1,4,1,0,0,0,0.61,4
1387,16,0,0,1,3.3240107361749094,4.677555289884811,1,3,0,0,0,0,1.98,4
1388,15,0,1,3,6.98948239065251,23.698448093011155,0,2,0,0,0,0,1.54,4
1389,17,0,0,2,14.836129504923441,1.927057441722626,1,3,1,1,0,0,3.73,0
1390,18,1,0,3,15.134098202229392,5.82161640736815,0,2,1,1,0,0,1.56,4
1391,18,1,0,4,13.338107733684206,19.684491435094962,1,4,0,1,0,0,1.89,4
1392,16,1,2,0,4.680563506137492,25.647769695332137,0,4,0,0,0,0,0.0,4
1393,16,1,2,3,11.761724917093954,7.580388832180471,0,3,1,0,0,0,3.44,1
1394,18,0,0,0,11.41379323153696,9.815748174867387,0,3,0,1,0,0,2.46,3
1395,16,1,1,1,9.68532396219451,16.1136224486022,0,4,1,0,0,0,1.72,4
1396,18,0,3,2,10.999579727677284,6.34718419467907,0,3,0,0,0,0,1.23,4
1397,18,1,0,1,9.835812652473361,24.33468784762517,0,3,0,1,0,0,0.84,4
1398,16,1,2,3,11.309127321482164,23.209099350172824,1,4,1,0,0,0,2.46,3
1399,17,1,0,0,14.310119092422575,4.358751358973448,0,3,0,0,0,0,1.65,4
1400,17,1,3,1,2.1925638880687948,13.914891954498964,0,3,0,1,0,1,1.72,4
1401,15,1,2,2,14.992515042980475,23.244832999638643,0,4,0,0,0,0,3.84,0
1402,18,0,3,3,2.717723002551884,10.119885933102443,0,3,1,0,0,0,1.46,4
1403,16,0,1,4,1.332559968207494,18.99320468153195,0,3,0,1,0,0,0.67,4
1404,18,1,0,3,19.52159372442935,1.5063936437271819,1,2,0,1,0,0,3.27,1
1405,16,0,3,2,19.13983537740883,18.260662815879538,0,2,1,0,0,0,1.48,4
1406,18,1,0,1,1.208730898811281,4.57958940001821,0,1,0,0,1,0,2.99,2
1407,16,1,0,0,8.865068829499243,24.91749975343354,1,3,0,1,0,0,2.98,2
1408,15,0,1,1,3.7248987659954946,,0,2,0,0,0,0,1.54,4
1409,18,1,2,2,9.70689794268836,8.446615881845872,0,4,1,0,0,1,1.58,4
1410,15,1,3,2,16.603544859991747,25.22666930134455,1,3,0,0,0,1,1.96,4
1411,16,1,0,2,19.012235494857805,1.5043206921543062,0,3,0,1,0,0,2.67,2
1412,18,1,2,3,12.685053069030747,11.898263980030343,0,2,0,1,0,0,2.52,2
1413,18,1,2,2,7.078113344236341,11.100106217250941,1,4,1,0,0,0,2.99,2
1414,17,1,0,0,12.066511312891969,8.544011227486525,0,3,1,1,0,0,1.54,4
1415,17,1,0,1,6.240026122169007,27.35262996004431,0,3,0,1,0,0,2.35,3
1416,16,0,0,3,18.196472816641208,22.52785180550167,1,2,0,0,0,0,2.86,2
1417,16,0,0,3,17.40800926211674,1.9176949257581632,0,3,1,0,0,0,2.41,3
1418,16,1,3,3,11.164635005593219,21.440623483048622,0,3,0,0,0,1,1.1,4
1419,17,0,1,1,6.495978307607211,15.818973993863818,1,3,1,1,0,0,2.06,3
1420,17,1,2,4,5.867793511659567,27.026036832047378,1,4,0,0,0,0,0.82,4
1421,18,1,3,1,0.6683598941011892,9.388368520450754,0,4,1,0,0,0,2.53,2
1422,18,0,0,0,16.316417020505906,17.224859988287488,0,4,0,0,0,0,1.53,4
1423,15,1,2,4,9.00766426078016,15.02265824222958,1,3,1,0,0,0,2.54,2
1424,16,1,0,1,6.502658568005288,14.686827186828172,1,4,0,1,0,0,1.96,4
1425,15,0,2,2,9.422207099955077,13.683161985516378,0,4,0,0,0,1,1.67,4
1426,17,0,0,1,16.37475980909304,6.168884265968439,0,2,0,1,0,0,2.49,3
1427,16,0,3,2,,22.671297674771782,0,2,0,0,1,0,2.2,3
1428,18,0,0,4,17.153119764836546,13.54008098217866,1,2,0,0,0,0,1.56,4
1429,16,1,0,1,17.95017670216708,28.755488250078173,1,0,0,1,0,0,1.76,4
1430,15,0,2,2,18.934158300677765,7.824252815783289,1,1,1,0,0,0,2.12,3
1431,15,1,0,1,7.949759848452556,20.482315188811235,1,0,0,0,0,0,1.62,4
1432,18,0,1,2,4.3428080807534375,28.221512389173252,0,3,1,1,0,0,0.9,4
1433,17,0,0,1,7.4728163693339695,19.903749690482776,0,2,0,0,0,0,0.27,4
1434,15,1,2,1,6.658241924628065,26.13818722852184,1,2,0,0,0,0,0.75,4
1435,15,1,0,1,3.523078250057201,24.824428792710183,1,3,0,0,0,0,2.82,2
1436,17,0,0,1,12.14533340202976,10.803531464670115,0,4,1,0,1,1,2.6,2
1437,15,0,0,4,9.532483210172577,18.003718198184895,0,4,1,1,0,0,2.24,3
1438,18,0,0,1,17.314019846480072,4.687840194340668,1,3,0,1,0,0,2.61,2
1439,17,0,0,1,0.6421916096411651,16.065776480867985,0,2,1,0,0,0,1.36,4
1440,15,1,0,2,12.877358551102526,6.912659154430116,0,2,0,1,0,0,2.0,3
1441,15,0,0,1,15.258977570231222,22.31210444857337,0,2,0,1,1,0,2.57,2
1442,18,0,0,3,15.18973138376614,15.841752656763738,0,2,0,0,0,0,2.32,3
1443,16,0,1,4,17.721479341910502,12.336820878949815,0,2,0,0,1,0,1.56,4
1444,16,1,2,2,14.580674856589882,8.063912885009326,1,4,0,0,0,0,2.84,2
1445,18,1,0,3,18.556201232953924,29.960954455238607,0,0,1,1,0,0,0.07,4
1446,18,0,1,2,6.653131996417829,2.1513156265479805,0,1,0,1,0,0,2.34,3
1447,18,1,1,1,10.064188335030861,1.3068204171726006,0,1,1,0,0,0,1.11,4
1448,17,0,0,3,0.2815932656578135,6.517722014815936,1,3,0,1,0,0,1.69,4
1449,16,0,1,2,0.13915174606582426,29.13217375883459,1,2,0,0,0,0,0.17,4
1450,15,1,0,2,4.802532409030398,29.377145049599534,1,2,1,0,0,0,1.44,4
1451,18,1,1,3,2.016143942781705,19.64783204316408,1,1,1,1,1,1,1.96,4
1452,17,1,0,2,5.204227358715072,26.40320001619214,0,2,1,0,0,1,2.66,2
1453,16,1,1,4,3.540865890567948,6.418851925223862,0,1,0,0,0,0,0.45,4
1454,18,0,1,3,0.5704004967729648,29.161262825298707,0,3,1,0,0,0,1.95,4
1455,15,1,0,2,18.18608292812099,4.2835455041869395,0,1,1,0,1,0,2.78,2
1456,16,0,0,2,0.1644626277778305,3.033755645449748,1,3,0,0,0,0,1.45,4
1457,15,1,3,1,14.721642886741709,3.366346177418187,0,3,0,0,0,0,3.19,1
1458,16,0,0,4,3.0429577383903306,17.19383769817694,1,3,0,1,0,0,1.5,4
1459,15,1,0,2,18.244592439992,23.42923202154157,0,2,0,1,0,0,2.85,2
1460,15,0,3,0,17.855918791797716,11.000015336238993,0,2,0,0,0,0,1.72,4
1461,15,0,2,1,13.078022927385147,29.336879633583795,0,1,1,0,0,1,1.28,4
1462,17,1,1,2,13.444682996012103,13.032604143549884,0,3,0,1,1,0,3.08,1
1463,17,0,2,0,0.10678283939377087,4.5134565231964885,0,3,1,0,0,0,2.9,2
1464,17,0,2,0,19.697431322272042,13.9790024455841,0,2,1,0,0,0,2.57,2
1465,18,0,0,2,17.55665207151629,20.371114962673197,0,3,0,0,0,0,0.12,4
1466,16,0,0,1,17.90212451460184,24.96677341513136,0,4,0,0,0,1,2.2,3
1467,16,0,0,2,13.184890741017439,13.763048698697787,0,3,0,0,0,0,2.27,3
1468,18,0,3,1,6.89573857309073,17.808204781475023,0,1,1,0,1,0,1.5,4
1469,15,1,1,1,17.872972981809617,8.020341364765601,0,3,1,0,1,0,2.99,2
1470,18,0,0,3,5.830338563023847,19.37749579216542,0,1,0,1,1,0,1.19,4
1471,15,1,2,2,11.254230866844058,29.579158318510313,0,3,1,1,1,0,2.52,2
1472,18,1,0,1,1.994619446877648,1.4716071776338158,0,2,0,0,0,0,0.85,4
1473,15,0,0,1,18.439112602655005,26.595920121155032,0,1,1,1,0,0,3.17,1
1474,18,1,1,2,2.8154091554242666,16.868475083025682,0,4,0,0,0,0,2.87,2
1475,17,1,0,0,4.497936114608145,7.562959786868998,0,3,0,0,0,0,1.14,4
1476,18,1,2,1,11.1626831625643,28.646691300277737,0,2,0,1,0,0,1.0,4
1477,15,0,0,0,15.28186000425963,14.500629091766967,0,0,0,0,0,0,2.46,3
1478,17,0,2,3,12.387026118725979,9.95070755020157,1,3,0,0,0,0,1.44,4
1479,18,1,1,3,4.642678256003123,5.444928848125235,0,4,1,0,0,0,1.65,4
1480,17,1,0,3,,7.333566307699862,0,3,0,1,1,0,2.54,2
1481,17,1,3,3,15.143011606148784,24.985471247743277,1,4,0,0,1,0,2.89,2
1482,17,0,1,2,19.704146518221876,18.432300279514976,0,1,0,1,0,0,3.99,0
1483,16,1,0,2,16.19826240612181,27.39736858464948,1,3,1,1,0,0,2.41,3
1484,17,0,0,2,9.204132363132306,6.9590535647335745,0,3,1,1,1,0,1.77,4
1485,17,0,2,0,18.075345227982133,3.6341572154670443,0,3,1,0,1,0,2.88,2
1486,18,0,0,2,8.196953462367,0.18262592926770016,1,1,0,0,1,0,2.11,3
1487,15,1,0,3,10.49868168486935,15.235861128479813,0,3,0,0,1,1,1.98,4
1488,16,0,0,2,9.542595347913664,29.949207911459645,0,3,1,0,1,0,1.69,4
1489,18,0,0,1,8.952477453310498,20.84895806455917,0,3,0,1,0,0,1.11,4
1490,18,1,2,1,15.503815385878115,9.251837758954382,0,3,0,0,0,0,2.72,2
1491,16,0,0,2,10.53537814538984,26.30575749078515,0,3,0,1,0,1,0.72,4
1492,17,0,0,3,6.334342440504321,23.451667979638792,0,3,1,0,0,0,1.07,4
1493,16,0,0,3,5.163163353169566,0.46245498229617765,1,2,1,1,1,1,2.11,3
1494,15,1,0,1,0.7549463393486677,24.505814416230674,1,2,1,0,0,1,0.0,4
1495,16,0,3,3,11.66390323766092,9.01580271715488,0,3,0,0,0,0,2.88,2
1496,16,0,0,2,4.599228308020685,4.490203937508033,1,4,0,1,0,0,0.51,4
1497,17,1,3,3,2.962678440327662,6.789925192112237,0,1,1,0,0,0,2.22,3
1498,15,1,0,2,13.076599276553553,14.05739413125417,0,3,0,0,0,0,1.2,4
1499,18,0,0,2,13.624185156430977,12.746037812040331,1,2,0,0,1,0,2.02,3
1500,18,1,2,2,15.04309784515332,8.666618981226803,1,2,0,0,0,0,2.92,2
1501,17,1,0,3,10.07153792677183,5.166549666210981,1,3,0,1,1,0,4.0,0
1502,17,1,1,4,17.88109210407773,22.86692368926508,0,3,0,1,1,0,2.46,3
1503,16,0,3,0,18.726855067964557,29.703293512047512,0,0,0,0,0,0,0.39,4
1504,18,1,0,0,,23.333747412590714,1,3,0,0,0,0,3.06,1
1505,17,1,0,4,12.711869640163744,8.878109030146236,0,4,0,0,0,0,2.22,3
1506,15,0,2,2,6.074419071823773,7.344268842364001,0,4,1,1,0,0,2.17,3
1507,18,0,0,2,19.658898432404424,6.529976281978147,0,1,0,1,0,0,3.13,1
1508,18,0,0,2,5.482723343838767,4.1008522346710885,1,3,0,1,1,0,0.38,4
1509,18,0,0,1,4.053138439808621,16.539916490769038,0,2,1,0,0,0,1.6,4
1510,17,1,0,3,8.843082275731655,,0,2,1,0,0,0,1.52,4
1511,17,0,2,3,1.1368114142477692,21.165079819894117,0,3,0,0,0,1,2.35,3
1512,16,0,0,1,19.569889293435814,20.40640112801004,0,3,1,0,0,0,3.09,1
1513,18,1,0,1,11.768671128328496,8.769999338501474,1,0,0,1,0,0,0.88,4
1514,18,0,1,3,11.139041833283505,9.909330161905396,0,4,0,0,0,0,3.3,1
1515,15,1,0,0,13.115925597994398,20.445436063270137,0,4,0,1,0,0,2.55,2
1516,15,0,0,3,9.940472955544132,10.48342922350885,0,3,0,0,0,0,0.89,4
1517,16,0,2,1,0.6412703418908317,6.378695688579391,0,3,1,1,0,1,1.8,4
1518,18,0,0,2,12.246225776807936,11.230084610902187,0,2,0,0,0,0,3.0,1
1519,18,0,2,4,14.323477539128612,,0,3,0,0,0,1,1.49,4
1520,15,0,2,2,8.334981212481063,2.649381636557334,0,2,1,0,0,1,3.3,1
1521,17,1,0,2,15.14591144142386,24.904167068299607,0,4,0,1,0,0,1.0,4
1522,16,1,1,3,4.540025986768413,25.59334167471109,1,1,1,0,0,0,0.81,4
1523,18,0,0,1,4.4255318213236805,6.592509005006384,1,2,1,1,0,0,1.23,4
1524,18,1,0,1,3.228339753751479,1.9431659857560524,0,3,0,0,0,0,3.02,1
1525,18,1,2,4,7.439895195783237,22.164823120535385,0,2,1,0,0,0,1.28,4
1526,16,1,2,3,16.94024070778167,6.3458587759024105,1,2,0,1,1,0,1.79,4
1527,16,0,0,2,16.558241242981286,11.803064683105807,0,2,0,0,0,0,2.77,2
1528,16,0,1,1,7.656484159270076,1.9240575671214977,0,4,0,0,0,0,2.79,2
1529,15,0,3,0,11.782374719604732,6.788087542753055,1,3,0,0,0,0,2.96,2
1530,18,1,3,0,14.416326329498313,23.787068349889072,0,2,1,1,0,0,1.86,4
1531,18,1,1,2,4.82413549256046,24.131893407456054,0,2,0,0,0,1,1.65,4
1532,18,0,0,3,3.3628217178949416,6.212544746631313,0,2,0,0,0,0,1.24,4
1533,18,0,0,2,19.44191986424622,10.077415353200687,0,3,0,0,0,0,4.0,0
1534,17,1,3,3,12.35114626419237,4.027152572812307,1,3,1,0,0,0,3.48,1
1535,18,1,0,0,19.62831443667328,2.2251789085476714,0,1,1,0,0,0,3.66,0
1536,18,1,1,1,6.755119742644582,29.765151433452285,0,2,1,0,0,1,2.11,3
1537,18,1,0,1,14.06063399948263,19.667818537345177,1,2,1,1,0,0,2.67,2
1538,15,0,0,2,4.452072730824755,16.262895275949564,1,2,0,0,0,0,0.69,4
1539,16,1,0,0,5.224003425478259,22.964955012158985,0,2,0,1,0,0,2.01,3
1540,15,1,3,4,10.238042425392479,25.202314790631725,0,3,0,1,0,0,1.92,4
1541,18,0,0,1,6.3923625101614245,24.201443041341825,0,2,1,1,0,0,2.6,2
1542,17,1,1,4,3.3524312768116893,0.4961834786962982,1,3,0,0,0,0,2.71,2
1543,15,1,0,2,5.25761403978652,5.604236945714955,0,3,0,0,0,0,2.4,3
1544,17,0,0,4,0.7149678893172928,19.647159063534932,0,2,1,1,0,0,0.01,4
1545,17,1,0,2,14.088472429549732,11.272780434118888,0,3,1,0,0,0,2.33,3
1546,16,1,1,4,9.842333141717232,29.47447953183321,0,3,0,0,0,0,1.23,4
1547,15,1,0,0,1.8848613280905124,19.96214377914762,0,2,0,1,0,0,1.58,4
1548,17,0,0,3,3.433879862569824,28.696467261876194,0,4,1,0,0,0,1.09,4
1549,17,0,0,4,2.0506907622528803,6.043394449373815,0,2,0,0,0,0,1.46,4
1550,18,1,0,1,12.25185616551753,25.918710843450693,0,4,0,0,0,0,2.35,3
1551,17,0,3,1,1.884207272249876,9.64056917445676,0,3,0,1,0,0,1.35,4
1552,18,1,3,2,15.085646660704322,29.686944247134203,0,3,0,0,1,0,2.1,3
1553,17,1,0,4,0.4102183864078235,4.730660162194419,1,4,1,1,1,0,0.74,4
1554,17,0,1,2,4.987515759917843,15.490194565149798,1,4,0,0,0,0,1.22,4
1555,18,1,3,2,17.813333517838142,23.785336015113657,0,3,0,0,1,0,2.83,2
1556,16,0,0,1,14.37062636244492,12.979274418121076,0,3,0,0,0,0,1.35,4
1557,15,0,2,0,1.4593666585137544,14.0425218056294,0,2,0,0,0,0,2.46,3
1558,15,1,3,3,16.422522089703595,29.59067386517223,0,3,0,0,1,0,2.87,2
1559,17,1,0,1,9.860702430804096,12.7592445090346,0,1,1,0,0,0,1.74,4
1560,17,1,0,2,16.935660543376585,18.122163017971907,0,1,0,1,0,0,4.0,0
1561,17,1,3,4,12.014795489007868,1.636189820254521,1,4,1,0,1,0,3.69,0
1562,15,0,1,1,13.636660640657174,25.2663024063078,0,1,1,0,0,0,1.13,4
1563,15,1,0,2,19.870031207914163,19.445041469386304,0,1,0,0,0,0,2.96,2
1564,15,1,0,0,4.646710918480363,12.120603085884406,0,3,0,1,0,0,1.85,4
1565,16,1,0,2,12.478911495227766,0.48508619863559255,1,0,1,0,1,0,1.83,4
1566,17,1,1,1,9.206427801147967,17.750064617805116,0,2,0,0,1,0,1.0,4
1567,16,0,2,3,0.7890390584538287,0.3797348545248658,1,3,0,1,0,0,2.74,2
1568,16,1,3,1,0.2894128300573007,0.03610841727053726,0,3,0,0,1,0,1.33,4
1569,18,0,0,2,2.3845715563571734,18.48295686448064,1,3,1,0,0,0,1.55,4
1570,16,0,1,2,12.981834810770962,,1,3,0,0,1,0,1.8,4
1571,17,0,1,1,11.343261758267843,5.756626491542859,1,3,0,1,0,0,1.85,4
1572,18,1,0,3,11.068591223274549,19.59814697498231,0,3,0,0,0,0,1.88,4
1573,16,1,0,1,0.6371352505652017,1.6109156381812284,0,2,0,0,0,0,2.01,3
1574,17,1,3,2,9.38605992720014,9.40216684423669,0,3,0,1,0,0,0.08,4
1575,18,1,2,1,18.49245635685057,4.482957064260572,1,4,0,0,0,0,2.97,2
1576,18,1,0,3,7.951837386212932,17.405291093896015,0,2,0,1,0,0,1.2,4
1577,15,1,1,1,12.498449395769127,19.852954641821874,0,2,0,0,0,0,3.11,1
1578,18,0,0,2,15.596373512462872,21.634075607971305,0,0,0,0,1,0,4.0,0
1579,16,0,1,1,15.67850558283775,7.656936507556963,0,3,0,0,0,0,2.25,3
1580,15,0,1,3,10.385601647905427,2.67749254909752,0,0,0,0,0,1,0.75,4
1581,16,1,1,1,17.159038908046725,2.360509708256935,0,3,0,0,0,0,2.84,2
1582,18,1,3,3,7.827561867274939,12.784546453521713,0,4,1,0,1,0,1.92,4
1583,16,0,1,3,17.773864295695965,28.37533227188145,0,3,1,0,0,0,3.8,0
1584,16,0,0,1,4.804543327910906,6.531871027410738,1,2,0,1,1,0,3.32,1
1585,17,1,2,2,5.604328139811421,7.70224804024648,1,3,0,0,1,0,2.74,2
1586,15,0,0,1,1.062412483980022,3.026664063175768,1,2,0,1,0,0,1.35,4
1587,15,1,0,1,15.911636730845657,18.16710821681791,0,3,0,1,0,0,2.88,2
1588,15,1,0,3,,20.396186218415245,1,3,0,1,1,0,2.16,3
1589,15,0,0,2,4.58233227822798,19.2879362448228,0,1,0,1,1,0,1.69,4
1590,15,0,2,2,4.635805552331593,25.833907291343436,0,4,1,0,0,0,0.32,4
1591,15,1,0,1,18.027998824584664,14.592775050782151,0,2,0,1,0,0,3.32,1
1592,17,1,2,1,16.67833200922074,4.033711223011933,0,4,0,1,0,0,2.87,2
1593,15,1,1,1,11.070617707143667,8.682153921132379,0,0,1,1,0,0,2.0,3
1594,16,1,0,3,12.322216008314422,19.872899202640554,1,2,1,0,0,0,1.64,4
1595,18,0,2,2,9.48651141100582,18.393659212246796,0,1,0,1,0,0,1.16,4
1596,16,0,0,3,7.833330857576177,15.930093892288875,0,0,0,1,0,0,1.93,4
1597,17,1,0,1,18.30953762436663,20.488932560660615,0,3,0,1,0,1,1.05,4
1598,15,1,0,1,2.5122540704060414,19.12172551119898,0,3,0,0,1,1,2.15,3
1599,15,0,0,1,8.368935794324559,26.43974668394855,0,3,0,0,1,0,0.84,4
1600,15,1,0,0,6.891238159757506,17.5804913243489,0,2,0,1,1,1,0.13,4
1601,15,1,1,1,9.963014405022967,23.358040761016696,1,2,0,0,1,0,3.33,1
1602,16,0,1,3,9.152637490903501,7.461214678994036,0,3,1,0,0,0,1.5,4
1603,15,0,0,3,10.377790633021629,20.34547753767204,0,2,1,1,1,0,1.36,4
1604,15,1,3,2,2.798379544539882,27.06582355148027,1,3,0,0,1,0,2.34,3
1605,15,0,1,2,10.262830030265542,11.571969836994997,1,3,0,0,1,0,3.72,0
1606,16,0,2,0,4.848376277744217,23.3731256201594,1,1,0,0,0,0,0.24,4
1607,15,0,0,3,3.686626979763825,21.74367903586306,0,3,0,0,0,0,0.72,4
1608,16,1,1,0,1.2966843757238244,1.7857859061546744,0,3,0,0,0,0,1.1,4
1609,16,1,2,4,15.253051175122819,17.44524928872217,0,3,1,0,0,0,3.07,1
1610,17,1,1,2,8.548838417131199,3.9056804760240715,1,1,1,0,1,0,3.52,0
1611,15,0,2,1,12.532873666235167,29.019575166917736,1,2,1,0,0,0,1.05,4
1612,18,1,0,4,14.551866866094867,24.342225081019684,0,2,1,1,1,0,3.23,1
1613,17,1,0,0,13.58633330627107,3.2917140374136036,0,2,1,0,0,0,1.91,4
1614,15,1,0,2,9.410014381793646,3.6525599294303523,1,2,1,0,0,0,2.59,2
1615,18,1,0,2,7.7579705790345965,17.834215647378567,0,4,1,0,0,0,0.92,4
1616,18,0,2,1,7.519198192813274,10.346675225195499,0,3,0,1,0,0,1.92,4
1617,15,1,0,2,12.800975938601127,1.0471757721932784,0,3,0,1,0,0,2.46,3
